premium,premium_monthly,premium_quaterly,premium_half_yearly,SA,Plan,Company,claim_ratio,plan_description,plan_features_1,plan_features_2,plan_features_3,age,Term,Type Of Policy,combined
6726,594,1749.0,3430,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,15,Term Life Insurance,Premium:6726 premium_monthly:594 premium_quaterly:1749.0 premium_quaterly:3430 Sum Assured:5000000 age:21 Term:15 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
5036,430,,2550,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,15,Term Life Insurance,Premium:5036 premium_monthly:430 premium_quaterly:nan premium_quaterly:2550 Sum Assured:5000000 age:21 Term:15 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
5256,460,1366.0,2680,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,15,Term Life Insurance,Premium:5256 premium_monthly:460 premium_quaterly:1366.0 premium_quaterly:2680 Sum Assured:5000000 age:21 Term:15 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
5032,443,1313.0,2581,5000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 5,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,21,11,Term Life Insurance,Premium:5032 premium_monthly:443 premium_quaterly:1313.0 premium_quaterly:2581 Sum Assured:5000000 age:21 Term:11 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
4966,430,1278.0,2507,5000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,11,Term Life Insurance,Premium:4966 premium_monthly:430 premium_quaterly:1278.0 premium_quaterly:2507 Sum Assured:5000000 age:21 Term:11 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
6726,594,1749.0,3430,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,11,Term Life Insurance,Premium:6726 premium_monthly:594 premium_quaterly:1749.0 premium_quaterly:3430 Sum Assured:5000000 age:21 Term:11 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
5230,447,,2648,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,11,Term Life Insurance,Premium:5230 premium_monthly:447 premium_quaterly:nan premium_quaterly:2648 Sum Assured:5000000 age:21 Term:11 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
5455,478,1418.0,2782,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,11,Term Life Insurance,Premium:5455 premium_monthly:478 premium_quaterly:1418.0 premium_quaterly:2782 Sum Assured:5000000 age:21 Term:11 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
8496,750,2209.0,4333,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,21,7,Term Life Insurance,Premium:8496 premium_monthly:750 premium_quaterly:2209.0 premium_quaterly:4333 Sum Assured:10000000 age:21 Term:7 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
8878,758,,4495,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,7,Term Life Insurance,Premium:8878 premium_monthly:758 premium_quaterly:nan premium_quaterly:4495 Sum Assured:10000000 age:21 Term:7 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
9898,866,2574.0,5048,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,21,7,Term Life Insurance,Premium:9898 premium_monthly:866 premium_quaterly:2574.0 premium_quaterly:5048 Sum Assured:10000000 age:21 Term:7 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
8050,708,2101.0,4129,10000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 10,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,21,12,Term Life Insurance,Premium:8050 premium_monthly:708 premium_quaterly:2101.0 premium_quaterly:4129 Sum Assured:10000000 age:21 Term:12 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
5624,487,1448.0,2840,10000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,21,12,Term Life Insurance,Premium:5624 premium_monthly:487 premium_quaterly:1448.0 premium_quaterly:2840 Sum Assured:10000000 age:21 Term:12 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
8732,771,2270.0,4453,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,21,12,Term Life Insurance,Premium:8732 premium_monthly:771 premium_quaterly:2270.0 premium_quaterly:4453 Sum Assured:10000000 age:21 Term:12 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
8031,686,,4066,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,12,Term Life Insurance,Premium:8031 premium_monthly:686 premium_quaterly:nan premium_quaterly:4066 Sum Assured:10000000 age:21 Term:12 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
8920,780,2319.0,4549,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,21,12,Term Life Insurance,Premium:8920 premium_monthly:780 premium_quaterly:2319.0 premium_quaterly:4549 Sum Assured:10000000 age:21 Term:12 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
6490,573,1687.0,3310,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,5,Term Life Insurance,Premium:6490 premium_monthly:573 premium_quaterly:1687.0 premium_quaterly:3310 Sum Assured:5000000 age:21 Term:5 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
6750,576,,3417,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,21,5,Term Life Insurance,Premium:6750 premium_monthly:576 premium_quaterly:nan premium_quaterly:3417 Sum Assured:5000000 age:21 Term:5 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
7078,620,1840.0,3610,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,5,Term Life Insurance,Premium:7078 premium_monthly:620 premium_quaterly:1840.0 premium_quaterly:3610 Sum Assured:5000000 age:21 Term:5 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
5032,443,1313.0,2581,5000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 5,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,21,12,Term Life Insurance,Premium:5032 premium_monthly:443 premium_quaterly:1313.0 premium_quaterly:2581 Sum Assured:5000000 age:21 Term:12 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
4967,430,1278.0,2508,5000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,21,12,Term Life Insurance,Premium:4967 premium_monthly:430 premium_quaterly:1278.0 premium_quaterly:2508 Sum Assured:5000000 age:21 Term:12 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
